pathways,genes
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING,CDK1 EGF EGFR GRB2 HRAS KRAS MAP2K1 MAP2K2 MAPK1 MAPK3 NRAS RAF1 SHC1 SOS1 YWHAB
REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING,BTC CDK1 ERBB4 EREG GRB2 HBEGF HRAS KRAS MAP2K1 MAP2K2 MAPK1 MAPK3 NRAS NRG1 NRG2 NRG4 RAF1 SHC1 SOS1 YWHAB
REACTOME_SHC_MEDIATED_SIGNALLING,CDK1 GRB2 HRAS KRAS MAP2K1 MAP2K2 MAPK1 MAPK3 NRAS RAF1 SHC1 SHC2 SHC3 SOS1 YWHAB
REACTOME_SHC_RELATED_EVENTS,CDK1 GRB2 HRAS INS INSR KRAS MAP2K1 MAP2K2 MAPK1 MAPK3 NRAS RAF1 SHC1 SHC2 SHC3 SOS1 YWHAB
REACTOME_SIGNALING_BY_BMP,ACVR2A ACVR2B BMP2 BMPR1A BMPR1B BMPR2 CER1 CHRDL1 FSTL1 GREM2 NOG SKI SMAD1 SMAD4 SMAD6 SMAD7 SMURF1 SMURF2 UBE2D1 UBE2D3 ZFYVE16
REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR,CBL CDC37 EGF EGFR GAB1 GRB2 HRAS HSP90AA1 KRAS NRAS PIK3CA PIK3R1 PLCG1 SHC1 SOS1 UBA52
REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS,BCR CNTRL CPSF6 CUX1 FGFR1OP FGFR1OP2 GAB2 GRB2 MYO18A PIK3CA PIK3R1 PLCG1 STAT1 STAT3 STAT5A STAT5B TRIM24 ZMYM2
REACTOME_SIGNALING_BY_FGFR1_MUTANTS,BCR CNTRL CPSF6 CUX1 FGF1 FGF17 FGF2 FGF20 FGF23 FGF4 FGF5 FGF6 FGF8 FGF9 FGFR1 FGFR1OP FGFR1OP2 GAB2 GRB2 MYO18A PIK3CA PIK3R1 PLCG1 STAT1 STAT3 STAT5A STAT5B TRIM24 ZMYM2
REACTOME_SIGNALING_BY_FGFR_MUTANTS,BCR CNTRL CPSF6 CUX1 FGF1 FGF10 FGF17 FGF18 FGF2 FGF20 FGF22 FGF23 FGF3 FGF4 FGF5 FGF6 FGF7 FGF8 FGF9 FGFR1 FGFR1OP FGFR1OP2 FGFR2 FGFR3 FGFR4 FRS2 GAB1 GAB2 GRB2 HRAS KRAS MYO18A NRAS PIK3CA PIK3R1 PLCG1 SOS1 STAT1 STAT3 STAT5A STAT5B TRIM24 ZMYM2
REACTOME_SIGNALING_BY_NODAL,ACVR1B ACVR1C ACVR2A ACVR2B CER1 DRAP1 FOXH1 FOXO3 FURIN GDF1 LEFTY1 NODAL SMAD2 SMAD3 SMAD4 TDGF1
REACTOME_SIGNALING_BY_ROBO_RECEPTOR,ABL1 ABL2 CAP1 CAP2 CDC42 CLASP1 ENAH EVL GPC1 NCK1 NCK2 PAK1 PAK2 PAK4 PAK6 PAK7 PFN1 PFN2 RAC1 ROBO1 ROBO2 ROBO3 SLIT2 SOS1 SOS2 SRGAP1 SRGAP3 VASP
REACTOME_SIGNALLING_TO_ERKS,BRAF CDK1 CRK FRS2 GRB2 HRAS KIDINS220 KRAS MAP2K1 MAP2K2 MAPK1 MAPK11 MAPK12 MAPK13 MAPK14 MAPK3 MAPKAPK2 MAPKAPK3 NGF NRAS NTRK1 PLCG1 RAF1 RALA RALB RALGDS RAP1A RAPGEF1 RIT1 RIT2 SHC1 SHC2 SHC3 SOS1 SRC YWHAB
REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN,BRAF CDK1 HRAS KRAS MAP2K1 MAP2K2 MAPK1 MAPK3 NGF NRAS NTRK1 RAF1 RIT1 RIT2 YWHAB
REACTOME_SIGNALLING_TO_RAS,CDK1 GRB2 HRAS KRAS MAP2K1 MAP2K2 MAPK1 MAPK11 MAPK12 MAPK13 MAPK14 MAPK3 MAPKAPK2 MAPKAPK3 NGF NRAS NTRK1 RAF1 RALA RALB RALGDS SHC1 SHC2 SHC3 SOS1 SRC YWHAB
REACTOME_SIGNAL_ATTENUATION,CRK DOK1 GRB10 GRB2 INS INSR IRS1 IRS2 MAPK3 SHC1 SHC2 SHC3 SOS1
REACTOME_SIGNAL_TRANSDUCTION_BY_L1,AP2A1 AP2A2 AP2B1 AP2M1 AP2S1 CLTA CLTC CSNK2A1 CSNK2A2 CSNK2B EGFR FGFR1 ITGA2B ITGA5 ITGA9 ITGAV ITGB1 ITGB3 L1CAM MAP2K1 MAP2K2 MAPK1 MAPK3 NCAM1 NRP1 PAK1 RAC1 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA4 RPS6KA5 RPS6KA6 SH3GL2
REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS,LSM10 LSM11 NCBP1 NCBP2 SLBP SNRPB SNRPD3 SNRPF ZNF473
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION,CCNC CCNT1 CCNT2 CDK8 CDK9 CDKN2B E2F4 E2F5 HDAC1 JUNB MEN1 MYC RBL1 SERPINE1 SMAD2 SMAD3 SMAD4 SMAD7 SP1 TFDP1 TGIF1 TGIF2 UBA52 WWTR1
REACTOME_SOS_MEDIATED_SIGNALLING,CDK1 GRB2 HRAS IRS1 IRS2 KRAS MAP2K1 MAP2K2 MAPK1 MAPK3 NRAS RAF1 SOS1 YWHAB
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING,BRAF CBL GRB2 MAPK1 MAPK3 MKNK1 PPP2CA PPP2CB PPP2R1A SPRY2 SRC UBA52
REACTOME_STEROID_HORMONES,AKR1B1 CGA CUBN CYP11A1 CYP11B1 CYP11B2 CYP17A1 CYP19A1 CYP21A2 CYP24A1 CYP27B1 CYP2R1 GC HSD11B1 HSD17B1 HSD17B3 HSD3B1 HSD3B2 LGMN LHB LRP2 POMC SRD5A1 SRD5A3 STAR STARD4 STARD5 STARD6
REACTOME_SULFUR_AMINO_ACID_METABOLISM,ADI1 AHCY APIP BHMT CBS CDO1 CNDP2 CSAD CTH ENOPH1 ETHE1 GCLC GCLM GOT1 MAT1A MAT2A MAT2B MRI1 MTAP MTR SLC25A10 SQRDL SUOX TST
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL,AKR1C4 AKR1D1 AMACR CYP27A1 CYP39A1 CYP46A1 CYP8B1 HSD3B7 SLC27A2 SLC27A5
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL,ABCB11 ACOT8 ACOX2 AKR1C4 AKR1D1 AMACR BAAT CYP27A1 CYP7A1 CYP8B1 HSD17B4 HSD3B7 SCP2 SLC27A2 SLC27A5
REACTOME_SYNTHESIS_OF_PE,CEPT1 CHKA CHKB EPT1 ETNK1 ETNK2 LPIN1 LPIN2 LPIN3 PCYT2 PHOSPHO1
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE,FIG4 INPP4B MTM1 MTMR2 MTMR4 PI4K2A PI4K2B PIK3C2A PIK3C3 PIK3R4 PIKFYVE VAC14
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE,ARF1 ARF3 FIG4 INPP5E OCRL PI4K2A PI4K2B PI4KA PI4KB PIK3C2A PIK3C2G PIK3C3 PIK3R4 PIKFYVE SACM1L TPTE2 VAC14
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE,FIG4 MTM1 MTMR2 MTMR4 MTMR7 PIK3C2A PIK3C3 PIK3R4 PIKFYVE VAC14
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE,INPP4B INPP5J INPP5K INPPL1 MTM1 MTMR1 MTMR14 MTMR3 MTMR6 PI4K2A PI4K2B PIK3C2A PIK3C2B PIK3C2G PIK3CA PIK3CB PIK3CD PIK3CG PIK3R1 PIK3R2 PIK3R3 PIK3R5 PIP4K2A PIP4K2B PIP5K1B PIP5K1C PTEN SYNJ1 SYNJ2
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,ALG5 DOLK DOLPP1 DPM1 DPM2 DPM3 GFPT2 GMPPA GMPPB GNPNAT1 MPI PGM3 PMM1 PMM2
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS,ACSL1 ACSL3 ACSL4 ACSL5 ACSL6 ELOVL1 ELOVL2 ELOVL3 ELOVL4 ELOVL5 ELOVL6 ELOVL7 HSD17B12 TECR
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX,AGER APP CHUK IKBKB IKBKG IRAK1 IRAK2 MAP3K7 NFKB2 NFKBIA NFKBIB NOD1 NOD2 RELA RIPK2 S100A12 S100B TAB1 TAB2 TAB3 TRAF6
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS,MUC12 MUC13 MUC15 MUC16 MUC17 MUC19 MUC2 MUC21 MUC4 MUC5B MUC6 MUC7 MUCL1 ST3GAL1 ST3GAL2 ST3GAL3 ST6GAL1 ST6GALNAC2 ST6GALNAC3 ST6GALNAC4
REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES,ARSA ARSB ARSE ARSF ARSG ARSH ARSI ARSJ ARSK STS SUMF1 SUMF2
REACTOME_THE_NLRP3_INFLAMMASOME,APP CASP1 HSP90AB1 MEFV NLRP3 P2RX7 PANX1 PSTPIP1 PYCARD TXNIP
REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS,AP1B1 AP1G1 AP1M1 AP1M2 AP1S1 AP1S2 AP2A1 AP2A2 AP2B1 AP2M1 AP2S1 ARF1 ATP6V1H B2M CD247 CD28 CD4 CD8B DOCK2 ELMO1 FYN HCK LCK PACS1 PAK2 RAC1
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS,ARRB1 ARRB2 F2 F2R F2RL2 F2RL3 GNA11 GNA12 GNA13 GNA14 GNA15 GNAQ GNB1 GNB2 GNB3 GNB4 GNB5 GNG10 GNG11 GNG12 GNG13 GNG2 GNG3 GNG4 GNG7 GNG8 GNGT1 GNGT2 MAPK1 MAPK3 SRC
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR,GNA11 GNA13 GNA14 GNA15 GNAQ GNB1 GNB2 GNB3 GNB4 GNB5 GNG10 GNG11 GNG12 GNG13 GNG2 GNG3 GNG4 GNG7 GNG8 GNGT1 GNGT2 TBXA2R
REACTOME_TIE2_SIGNALING,ANGPT1 ANGPT2 ANGPT4 DOK2 GRB14 GRB2 GRB7 HRAS KRAS NRAS PIK3CA PIK3CB PIK3R1 PIK3R2 SHC1 SOS1 TEK
REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY,CREBBP DDX58 EP300 IFIH1 IFNB1 IKBKE IRF3 IRF7 MAVS RNF135 SIKE1 TBK1 TRAF3 TRIM25
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX,CD14 LY96 MAP3K7 TAB1 TAB2 TAB3 TICAM1 TLR3 TLR4 TRAF6 UBA52
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION,CREBBP DDX58 EP300 IFIH1 IFNA2 IFNA7 IFNB1 IKBKE IRF1 IRF2 IRF3 IRF7 MAVS RNF135 SIKE1 TANK TBK1 TRAF2 TRAF6 TRIM25
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING,IRAK1 IRAK4 IRF7 MYD88 TLR7 TLR8 TLR9 TRAF6 UBE2N
REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION,AGER APP CHUK DDX58 IFIH1 IKBKB IKBKG MAP3K1 MAVS NFKB2 NFKBIA NFKBIB RELA RNF135 S100A12 S100B TRAF2 TRAF6 TRIM25
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR,CNPY3 CTSB CTSK CTSS HSP90B1 LGMN TLR3 TLR7 TLR8 TLR9
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS,AKAP5 AP2A1 AP2A2 AP2B1 AP2M1 AP2S1 CACNG2 CACNG3 CACNG4 CAMK2A CAMK2B CAMK2D DLG1 EPB41L1 GRIA1 GRIA2 GRIA3 GRIA4 MDM2 MYO6 NSF PICK1 PRKCA PRKCB PRKCG
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS,AP2A1 AP2A2 AP2B1 AP2M1 AP2S1 GRIA1 GRIA2 GRIA3 GRIA4 NSF PICK1 PRKCA PRKCB PRKCG
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER,CCNC CCNT1 CCNT2 CDK8 CDK9 CDKN2B E2F4 E2F5 HDAC1 JUNB MEN1 MYC NCOR1 NCOR2 PARP1 PPM1A RBL1 SERPINE1 SKI SKIL SMAD2 SMAD3 SMAD4 SMAD7 SMURF2 SP1 TFDP1 TGIF1 TGIF2 TRIM33 UBA52 UBE2D1 UBE2D3 USP9X WWTR1
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING,ATP6V0A2 ATP6V0A4 ATP6V0B ATP6V0C ATP6V0D1 ATP6V0D2 ATP6V0E1 ATP6V1A ATP6V1B1 ATP6V1B2 ATP6V1C1 ATP6V1C2 ATP6V1D ATP6V1E1 ATP6V1E2 ATP6V1F ATP6V1G1 ATP6V1G2 ATP6V1G3 ATP6V1H MCOLN1 STEAP3 TCIRG1 TF TFRC
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION,B4GALT1 B4GALT2 B4GALT3 B4GALT4 B4GALT5 B4GALT6 FUT8 LMAN1 MAN1A1 MAN1A2 MAN1C1 MAN2A1 MANEA MCFD2 MGAT1 MGAT2 MGAT3 MGAT4A MGAT4B MGAT4C MGAT5 PREB SAR1B SEC13 SEC23A SEC24B SEC24C SEC24D SEC31A ST6GAL1 ST8SIA2 ST8SIA3 ST8SIA6
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS,ACACA ACLY ACSL1 ACSL3 ACSL4 ACSL5 ACSL6 AGPAT1 AGPAT2 AGPAT3 AGPAT4 AGPAT5 AGPAT6 AGPAT9 DGAT1 DGAT2 ELOVL1 ELOVL2 ELOVL3 ELOVL4 ELOVL5 ELOVL6 ELOVL7 FASN GK GPAM GPAT2 GPD1 GPD1L HSD17B12 LCLAT1 LPCAT1 LPCAT4 LPIN1 LPIN2 LPIN3 SLC25A1 TECR
REACTOME_TRNA_AMINOACYLATION,AARS AARS2 AIMP1 AIMP2 CARS CARS2 DARS DARS2 EARS2 EEF1E1 EPRS FARS2 FARSA FARSB GARS HARS HARS2 IARS IARS2 KARS LARS LARS2 MARS MARS2 NARS NARS2 PARS2 PPA1 PPA2 QARS RARS RARS2 SARS SARS2 TARS TARS2 VARS VARS2 WARS WARS2 YARS YARS2
REACTOME_TRYPTOPHAN_CATABOLISM,AADAT ACMSD AFMID CCBL1 CCBL2 HAAO IDO1 IDO2 KMO KYNU TDO2
REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS,FIGF FLT1 FLT4 KDR NRP1 NRP2 PDGFC VEGFA VEGFB VEGFC
REACTOME_XENOBIOTICS,CYP1A1 CYP1A2 CYP2A13 CYP2B6 CYP2C18 CYP2C19 CYP2C8 CYP2C9 CYP2D6 CYP2E1 CYP2F1 CYP3A5 CYP3A7
REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION,CREBBP CTGF KAT2B MED1 NCOA1 NCOA2 NCOA3 NCOA6 NPPA PPARA RUNX2 RXRA SMARCD3 TBL1X TBL1XR1 TBX5 TEAD1 TEAD2 TEAD3 TEAD4 TGS1 WWTR1 YAP1
SA_B_CELL_RECEPTOR_COMPLEXES,ATF2 BCR BLNK ELK1 FOS GRB2 HRAS JUN LYN MAP2K1 MAP3K1 MAPK1 MAPK3 MAPK8IP3 PAPPA RAC1 RPS6KA1 RPS6KA3 SHC1 SOS1 SYK VAV1 VAV2 VAV3
SA_CASPASE_CASCADE,APAF1 BIRC2 BIRC3 CASP10 CASP3 CASP7 CASP8 CASP9 DFFA DFFB FAS FASLG GZMB PARP1 PRF1 SCAP SREBF1 SREBF2 XIAP
SA_FAS_SIGNALING,BCL2 CASP3 CASP8 CFL1 CFLAR ENDOU FAS FASLG PDE6D
SA_G2_AND_M_PHASES,CDC25A CDC25B CDK1 CDK7 CDKN1A CHEK1 NEK1 WEE1
SA_MMP_CYTOKINE_CONNECTION,ACE CD44 CSF1 IL1B IL6R SELL SPN TGFB1 TGFB2 TNF TNFRSF1A TNFRSF1B TNFRSF8 TNFSF8
SA_PROGRAMMED_CELL_DEATH,APAF1 BAD BAK1 BAX BCL10 BCL2 BCL2L1 BCL2L11 BID CASP9 CES1
SA_PTEN_PATHWAY,AKT1 AKT2 AKT3 BPNT1 GRB2 ILK IPCEF1 MAPK1 MAPK3 PDPK1 PIK3CA PIK3CD PTEN PTK2B RBL2 SHC1 SOS1
SA_REG_CASCADE_OF_CYCLIN_EXPR,CCNA1 CCNA2 CCND1 CCNE1 CCNE2 CDK2 CDK4 CDKN1B CDKN2A E2F1 E2F2 E2F4
SA_TRKA_RECEPTOR,AKT1 AKT2 AKT3 CDKN1A ELK1 GRB2 HRAS MAP2K1 MAP2K2 NGF NGFR NTRK1 PIK3CA PIK3CD RHOA SHC1 SOS1
SIG_BCR_SIGNALING_PATHWAY,AKT1 AKT2 AKT3 BAD BCL2 BCR BLNK BTK CD19 CD22 CD81 CSK DAG1 FLOT1 FLOT2 GRB2 GSK3A GSK3B ITPR1 ITPR2 ITPR3 LYN MAP4K1 MAPK1 MAPK3 NFATC1 NFATC2 NR0B2 PDPK1 PIK3CA PIK3CD PIK3R1 PLCG2 PPP1R13B PPP3CA PPP3CB PPP3CC PTPRC RAF1 SHC1 SOS1 SOS2 SYK VAV1
SIG_CD40PATHWAYMAP,CD40 DUSP1 GORASP1 IKBKG MAP2K4 MAP2K7 MAPK1 MAPK10 MAPK11 MAPK12 MAPK13 MAPK14 MAPK3 MAPK8 MAPK8IP1 MAPK8IP2 MAPK8IP3 MAPK9 MAPKAPK5 NFKB1 NFKB2 NFKBIA NFKBIB NFKBIE NFKBIL1 PIK3CA PIK3CD PIK3R1 SYT1 TONSL TRAF2 TRAF3 TRAF5 TRAF6
SIG_CHEMOTAXIS,ACTR2 ACTR3 AKT1 AKT2 AKT3 ANGPTL2 ARHGAP1 ARHGAP4 ARHGEF11 BTK CDC42 CFL1 CFL2 GDI1 GDI2 INPPL1 ITPR1 ITPR2 ITPR3 LIMK1 MYLK MYLK2 PAK1 PAK2 PAK3 PAK4 PAK6 PAK7 PDPK1 PIK3CA PIK3CD PIK3CG PIK3R1 PIK3R5 PITX2 PPP1R13B PTEN RACGAP1 RHO ROCK1 ROCK2 SAG WASF1 WASL
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES,AKT1 AKT2 AKT3 BAD BCL2 GRB2 GSK3A GSK3B IL4R IRS1 IRS2 JAK1 JAK3 MAP4K1 MAPK1 MAPK3 PDPK1 PIK3CA PIK3CD PIK3R1 PPP1R13B RAF1 SHC1 SOCS1 SOS1 SOS2 STAT6
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES,AKT1 AKT2 AKT3 BCR BTK CD19 CDKN2A CYTH3 DAPP1 FLOT1 FLOT2 FOXO3 GAB1 ITPR1 ITPR2 ITPR3 LYN NR0B2 NR4A3 PDPK1 PHF11 PIK3CA PIK3R5 PITX2 PLCG2 PPP1R13B PREX1 PTEN PTPRC RPS6KA1 RPS6KA2 RPS6KA3 RPS6KB1 SAG SYK VAV1
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES,ACTG1 ACTG2 ACTR2 ACTR3 AKT1 ANGPTL2 CDC42 CFL1 CFL2 FLNA FLNC FSCN1 FSCN2 FSCN3 GDI1 GDI2 LIMK1 MYH2 MYLK MYLK2 PAK1 PAK2 PAK3 PAK4 PAK6 PAK7 PFN1 PFN2 RHO ROCK1 ROCK2 VASP WASF1 WASL
ST_ADRENERGIC,AKT1 APC AR ASAH1 BRAF CAMP CCL13 CCL15 CCL16 CFB DAG1 EGFR GAST GNA11 GNA15 GNAI1 GNAQ ITPKA ITPKB ITPR1 ITPR2 ITPR3 KCNJ3 KCNJ5 KCNJ9 MAPK1 MAPK10 MAPK14 PHKA2 PIK3CA PIK3CD PIK3R1 PITX2 PTX3 RAF1 SRC
ST_B_CELL_ANTIGEN_RECEPTOR,AKT1 AKT2 AKT3 BAD BCR BLNK BTK CD19 CSK DAG1 EPHB2 GRB2 ITPKA ITPKB LYN MAP2K1 MAP2K2 MAPK1 NFAT5 NFKB1 NFKB2 NFKBIA NFKBIB NFKBIE NFKBIL1 PI3 PIK3CA PIK3CD PIK3R1 PLCG2 PPP1R13B PRDX1 RAF1 SERPINA4 SHC1 SOS1 SOS2 SYK TONSL VAV1
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS,AKT1 ASAH1 ATF1 BRAF CAMP CREB1 CREB3 CREB5 CREBBP CRKL DAG1 EGR1 EGR2 EGR3 EGR4 ELK1 FRS2 GAST GNAQ JUN MAP1B MAP2K4 MAP2K7 MAPK1 MAPK10 MAPK3 MAPK8 MAPK8IP1 MAPK8IP2 MAPK8IP3 MAPK9 NTRK1 PIK3C2G PIK3CA PIK3CD PIK3R1 PTPN11 RASGRF2 RPS6KA3 SHC1 SRC TERF2IP TH TUBA1A
ST_ERK1_ERK2_MAPK_PATHWAY,ARAF ATF1 BAD BRAF CREB1 CREB3 CREB5 DUSP4 DUSP6 DUSP9 EEF2K EIF4E GRB2 KAT5 KLF6 MAP2K1 MAP2K2 MAP3K8 MAPK1 MAPK3 MKNK1 MKNK2 MOS NFKB1 RAP1A RPS6KA1 RPS6KA2 RPS6KA3 SHC1 SOS1 SOS2 TRAF3
ST_GA12_PATHWAY,BTK CFB DLG4 EPHB2 F2 F2RL1 F2RL2 F2RL3 JUN MAP2K5 MAPK1 MAPK7 MAPK8 MYEF2 NR4A3 PLD1 PLD2 PLD3 PTK2 RAF1 RASAL1 SRC VAV1
ST_GA13_PATHWAY,AKT1 AKT2 AKT3 ARHGEF11 BCL2 CDC42 CFB DLG4 GNA13 IKBKG LPA MAP2K4 MAP3K1 MAP3K5 MAPK8 NFKB1 NFKB2 NFKBIA NFKBIB NFKBIE NFKBIL1 PDPK1 PHKA2 PI3 PIK3CB PLD1 PLD2 PLD3 PRKD1 PTK2 RDX ROCK1 ROCK2 SERPINA4 SRF TBXA2R TONSL
ST_GAQ_PATHWAY,ADRBK1 AKT1 AKT2 AKT3 CFB DAG1 GNAQ IKBKG ITPKA ITPKB ITPR1 ITPR2 ITPR3 NFKB1 NFKB2 NFKBIA NFKBIB NFKBIE NFKBIL1 PDPK1 PHKA2 PIK3CB PITX2 PLD1 PLD2 PLD3 TONSL VN1R1
ST_GRANULE_CELL_SURVIVAL_PATHWAY,APC ASAH1 CAMP CASP3 CERK CREB1 CREB3 CREB5 CXCR2 DAG1 EPHB2 FOS GNAQ ITPKA ITPKB JUN MAP2K4 MAP2K7 MAPK1 MAPK10 MAPK8 MAPK8IP1 MAPK8IP2 MAPK8IP3 MAPK9 PARP1
ST_G_ALPHA_I_PATHWAY,AKT1 AKT2 AKT3 ASAH1 BRAF CFB DAG1 DRD2 EGFR EPHB2 GRB2 ITPKA ITPKB ITPR1 ITPR2 ITPR3 KCNJ3 KCNJ5 KCNJ9 MAPK1 PI3 PIK3CB PITX2 PLCB1 PLCB2 PLCB3 PLCB4 RAF1 RGS20 SHC1 SOS1 SOS2 SRC STAT3 TERF2IP
ST_G_ALPHA_S_PATHWAY,ASAH1 BFAR BRAF CAMP CFB CREB1 CREB3 CREB5 GAST MAPK1 RAF1 RAPGEF3 RASGRF2 SNX13 SRC TERF2IP
ST_INTERLEUKIN_4_PATHWAY,AKT1 AKT2 AKT3 CISH GRB2 IARS IL13RA1 IL2RG IL4 IL4R JAK1 JAK2 JAK3 NR0B2 PI3 PIK3CA PPP1R13B RPS6KB1 SERPINA4 SHC1 SOS1 SOS2 SRC STAT6 TYK2
ST_JNK_MAPK_PATHWAY,AKT1 ATF2 CDC42 DLD DUSP10 DUSP4 DUSP8 GAB1 GADD45A GCK IL1R1 JUN MAP2K4 MAP2K5 MAP2K7 MAP3K1 MAP3K10 MAP3K11 MAP3K12 MAP3K13 MAP3K2 MAP3K3 MAP3K4 MAP3K5 MAP3K7 MAP3K9 MAPK10 MAPK7 MAPK8 MAPK9 MYEF2 NFATC3 NR2C2 PAPPA SHC1 TAB1 TAB2 TP53 TRAF6
ST_MYOCYTE_AD_PATHWAY,ADRB1 AKT1 APC ASAH1 CAMP CAV3 CFB DAG1 DLG4 EPHB2 GAST GNAI1 GNAQ ITPR1 ITPR2 ITPR3 KAT5 KCNJ3 KCNJ5 KCNJ9 MAPK1 PITX2 PTX3 RAC1 RHO RYR1
ST_P38_MAPK_PATHWAY,AKT1 ATF1 CDC42 CREB1 CREB3 CREB5 DUSP1 DUSP10 EEF2K EIF4E ELK1 GADD45A HSPB1 IL1R1 MAP2K3 MAP2K4 MAP2K6 MAP3K10 MAP3K4 MAP3K5 MAP3K7 MAPK1 MAPK11 MAPK12 MAPK13 MAPK14 MAPKAPK2 MAPKAPK5 MKNK1 MKNK2 MYEF2 NFKB1 NR2C2 SRF TAB1 TAB2 TRAF6
ST_PAC1_RECEPTOR_PATHWAY,ASAH1 CAMP DAG1 GAST GNAQ ITPKA ITPKB
ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY,A1BG AKT1 AKT2 AKT3 BAD BTK CD55 CDKN2A CYTH3 DAPP1 EXOSC1 FOXO1 GRB2 GSK3A GSK3B IARS IGFBP1 NR4A3 PDPK1 PIK3CA PPP1R13B PTEN RPS6KA1 RPS6KA2 RPS6KA3 RPS6KB1 SFN SHC1 SOS1 SOS2 YWHAB YWHAE YWHAG YWHAH YWHAQ
ST_TUMOR_NECROSIS_FACTOR_PATHWAY,AGFG1 BAG4 BIRC2 BIRC3 CASP3 CASP8 CFLAR FADD IKBKG JUN MAP2K4 MAP3K3 MAP3K7 NFKB1 NFKB2 NFKBIA NFKBIB NFKBIE NFKBIL1 NR2C2 RALBP1 RIPK1 TNF TNFAIP3 TNFRSF1A TNFRSF1B TONSL TRADD TRAF2
ST_TYPE_I_INTERFERON_PATHWAY,IFNAR1 IFNB1 IRF9 JAK1 PTPRU REG1A STAT1 STAT2 TYK2
ST_T_CELL_SIGNAL_TRANSDUCTION,CBL CD28 CD3D CSK CTLA4 DAG1 DTYMK EPHB2 FBXW7 GRAP2 GRB2 ITK ITPKA ITPKB LAT LCK LCP2 MAPK1 NCK1 NFAT5 NFKB1 NFKB2 NFKBIA NFKBIB NFKBIE NFKBIL1 PAK1 PAK2 PAK3 PAK4 PAK6 PAK7 PLCG1 PRDX1 PTPRC RAF1 RASGRP1 RASGRP2 RASGRP3 RASGRP4 SOS1 SOS2 TONSL VAV1 ZAP70
